code	name	link
4 43 222 26 60 4	Ткань фильтровальная из полимерных волокон, загрязненная эмалью	/fkko/44322226604/
4 43 222 31 62 4	Ткань фильтровальная из полимерных волокон, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44322231624/
4 43 222 32 60 3	Ткань фильтровальная из полимерных волокон, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44322232603/
4 43 222 41 60 3	Ткань фильтровальная из полимерных волокон, загрязненная эпоксидированными растительными маслами	/fkko/44322241603/
4 43 225 11 60 4	Ткань фильтровальная из полимерных волокон, загрязненная зерновой пылью	/fkko/44322511604/
4 43 229 00 00 0	Ткани фильтровальные из синтетических волокон, загрязненные прочими веществами и материалами	/fkko/44322900000/
4 43 229 11 60 4	Ткань фильтровальная из полимерных волокон, загрязненная лакокрасочными материалами	/fkko/44322911604/
4 43 229 71 60 4	Ткань фильтровальная из полимерных волокон, загрязненная илом биологических очистных сооружений	/fkko/44322971604/
4 43 230 00 00 0	Ткани фильтровальные из биологических волокон отработанные	/fkko/44323000000/
4 43 240 00 00 0	Ткани фильтровальные из волокон на основе активированного угля отработанные	/fkko/44324000000/
4 43 280 00 00 0	Ткани фильтровальные отработанные в смеси	/fkko/44328000000/
4 43 281 51 71 4	Смесь тканей фильтровальных из натуральных, смешанных и полимерных волокон, загрязненных цветными металлами и диоксидом кремния (содержание цветных металлов в сумме менее 10%)	/fkko/44328151714/
4 43 290 00 00 0	Ткани фильтровальные прочие отработанные	/fkko/44329000000/
4 43 290 01 62 4	Ткань фильтровальная из разнородных материалов, загрязненная минеральными удобрениями (не более 15%), содержащими азот, фосфор и калий	/fkko/44329001624/
4 43 290 11 62 4	Ткани фильтровальные из разнородных материалов в смеси, загрязненные нерастворимыми или малорастворимыми минеральными веществами	/fkko/44329011624/
4 43 291 51 61 4	Ткань фильтровальная из нержавеющей стали, загрязненная негалогенированными полимерами	/fkko/44329151614/
4 43 292 11 61 4	Ткань фильтровальная стекловолоконная, загрязненная оксидом магния и хлоридами щелочных и щелочноземельных металлов	/fkko/44329211614/
4 43 300 00 00 0	Бумага и картон фильтровальные отработанные	/fkko/44330000000/
4 43 310 11 61 3	Бумага фильтровальная, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44331011613/
4 43 310 12 61 3	Картон фильтровальный, загрязненный нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44331012613/
4 43 310 13 61 4	Бумага фильтровальная, загрязненная нефтепродуктами (содержание менее 15%)	/fkko/44331013614/
4 43 310 14 61 4	Картон фильтровальный, загрязненный нефтепродуктами (содержание менее 15%)	/fkko/44331014614/
4 43 311 11 61 4	Бумага фильтровальная, загрязненная оксидами металлов	/fkko/44331111614/
4 43 400 00 00 0	Блоки, плиты и пластины фильтровальные из бумажной массы отработанные	/fkko/44340000000/
4 43 500 00 00 0	Волокнистые и нетканые фильтровальные материалы отработанные прочие	/fkko/44350000000/
4 43 501 01 61 3	Нетканые фильтровальные материалы синтетические, загрязненные нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44350101613/
4 43 501 02 61 4	Нетканые фильтровальные материалы синтетические, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44350102614/
4 43 501 04 61 4	Нетканые фильтровальные материалы хлопчатобумажные, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44350104614/
4 43 501 06 61 3	Нетканые фильтровальные материалы синтетические, загрязненные медью и нефтепродуктами (суммарное содержание загрязнителей 15% и более)	/fkko/44350106613/
4 43 501 08 61 3	Нетканые фильтровальные материалы синтетические, пропитанные связующим на основе поливинилхлорида, загрязненные нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44350108613/
4 43 501 09 61 4	Нетканые фильтровальные материалы синтетические, пропитанные связующим на основе поливинилхлорида, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44350109614/
4 43 501 11 60 3	Нетканые фильтровальные материалы синтетические, загрязненные нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44350111603/
4 43 501 26 60 4	Нетканые фильтровальные материалы из полимерных волокон, загрязненные эмалью	/fkko/44350126604/
4 43 502 00 00 0	Фильтры волокнистые и нетканые отработанные, загрязненные неорганическими веществами и продуктами	/fkko/44350200000/
4 43 502 01 62 4	Фильтры волокнистые на основе полимерных волокон, загрязненные оксидами кремния и железа	/fkko/44350201624/
4 43 502 02 61 4	Фильтры волокнистые на основе полипропиленовых волокон, загрязненные оксидами железа	/fkko/44350202614/
4 43 502 11 60 4	Нетканые фильтровальные материалы из натуральных волокон, загрязненные преимущественно карбонатом кальция	/fkko/44350211604/
4 43 510 00 00 0	Фильтры волокнистые и нетканые отработанные, загрязненные органическими веществами и продуктами	/fkko/44351000000/
4 43 511 01 61 3	Фильтры волокнистые на основе полипропиленовых волокон, загрязненные моноэтаноламином	/fkko/44351101613/
4 43 511 02 61 4	Фильтры волокнистые на основе полипропиленовых волокон, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44351102614/
4 43 511 03 61 3	Фильтры волокнистые на основе полипропиленовых волокон, загрязненные нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44351103613/
4 43 511 12 60 4	Фильтры волокнистые из полимерных материалов, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44351112604/
4 43 512 51 60 4	Фильтры волокнистые из полимерных материалов, загрязненные преимущественно полиэтиленом в пылевой форме	/fkko/44351251604/
4 43 513 21 60 4	Фильтры волокнистые из полимерных материалов, загрязненные пылью минеральной ваты	/fkko/44351321604/
4 43 515 00 00 0	Фильтры волокнистые и нетканые из галогенсодержащих полимеров отработанные	/fkko/44351500000/
4 43 515 11 60 3	Фильтры волокнистые из галогенсодержащих полимерных материалов, загрязненные нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44351511603/
4 43 515 12 60 4	Фильтры волокнистые из галогенсодержащих полимерных материалов, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44351512604/
4 43 518 11 62 3	Фильтры флизелиновые, загрязненные лакокрасочными материалами	/fkko/44351811623/
4 43 520 00 00 0	Стекловолокно и изделия из него отработанные	/fkko/44352000000/
4 43 521 01 29 3	Стекловолокно, загрязненное оксидами свинца и олова	/fkko/44352101293/
4 43 521 51 60 3	Стекловолокно, загрязненное нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44352151603/
4 43 521 52 60 4	Стекловолокно, загрязненное нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44352152604/
4 43 522 11 61 4	Минеральное волокно, загрязненное нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44352211614/
4 43 525 11 61 4	Фильтры стекловолоконные отработанные, загрязненные преимущественно диоксидом кремния	/fkko/44352511614/
4 43 525 13 52 4	Кассеты стекловолоконные увлажнителей приточных установок отработанные	/fkko/44352513524/
4 43 530 00 00 0	Углеродное волокно и изделия из него отработанные	/fkko/44353000000/
4 43 531 11 61 4	Углеродное волокно, загрязненное нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44353111614/
4 43 541 21 60 4	Нетканые ионообменные фильтровальные материалы из искусственных или синтетических волокон отработанные, обработанные щелочным раствором	/fkko/44354121604/
4 43 600 00 00 0	Сетчатые фильтровальные материалы отработанные	/fkko/44360000000/
4 43 611 11 61 4	Сетчатое фильтровальное волокно полиэтилентерефталатное, загрязненное нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44361111614/
4 43 611 15 61 4	Бон сорбирующий сетчатый из полимерных материалов, загрязненный нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44361115614/
4 43 621 21 61 4	Фильтрующая загрузка из полиамидного волокна, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44362121614/
4 43 700 00 00 0	Зернистые фильтровальные материалы отработанные	/fkko/44370000000/
4 43 701 01 49 4	Песок кварцевый фильтров очистки природной воды, загрязненный оксидами железа	/fkko/44370101494/
4 43 701 02 49 5	Песок кварцевый фильтров очистки природной воды отработанный незагрязненный	/fkko/44370102495/
4 43 701 11 39 3	Песок кварцевый, загрязненный нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44370111393/
4 43 702 12 20 4	Фильтрующая загрузка из песка, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44370212204/
4 43 702 13 20 4	Фильтрующая загрузка из гравия, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44370213204/
4 43 702 14 20 4	Фильтрующая загрузка из песка, загрязненная лакокрасочными материалами (содержание лакокрасочных материалов менее 10%)	/fkko/44370214204/
4 43 702 21 40 4	Щебень фильтров очистки хозяйственно-бытовых сточных вод отработанный	/fkko/44370221404/
4 43 703 15 29 4	Фильтрующая загрузка на основе алюмосиликата, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44370315294/
4 43 703 16 49 3	Фильтрующая загрузка на основе природного алюмосиликата, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44370316493/
4 43 703 21 29 4	Фильтрующая загрузка на основе алюмосиликата и сульфоугля отработанная	/fkko/44370321294/
4 43 703 81 40 4	"Фильтрующая загрузка ""Графил"", загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)"	/fkko/44370381404/
4 43 703 99 29 4	Фильтровочные и поглотительные отработанные массы (на основе алюмосиликатов) загрязненные	/fkko/44370399294/
4 43 705 11 49 5	Фильтрующая загрузка на основе кизельгура отработанная незагрязненная	/fkko/44370511495/
4 43 706 11 20 4	Фильтрующая загрузка на основе шунгита, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44370611204/
4 43 711 02 49 4	Уголь отработанный при очистке дождевых сточных вод	/fkko/44371102494/
4 43 711 12 71 4	Фильтрующая загрузка на основе угля активированного, загрязненная соединениями хлора	/fkko/44371112714/
4 43 711 13 20 4	Фильтрующая загрузка на основе угля активированного, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44371113204/
4 43 711 22 40 4	Уголь активированный, загрязненный песком, соединениями железа и меди	/fkko/44371122404/
4 43 711 71 30 4	Фильтрующая загрузка из сульфоугля, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44371171304/
4 43 712 11 29 3	Фильтрующая загрузка из макропористого графита, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44371211293/
4 43 712 51 51 3	Фильтрующая загрузка из углеродного волокнистого материала, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44371251513/
4 43 721 11 49 4	Фильтрующая загрузка из пенополистирола, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44372111494/
4 43 721 13 20 3	Фильтрующая загрузка из полиуретана/пенополиуретана, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44372113203/
4 43 721 14 20 4	Фильтрующая загрузка из полиуретана, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44372114204/
4 43 721 16 20 4	Фильтрующая загрузка из полипропилена, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44372116204/
4 43 721 17 20 3	Фильтрующая загрузка из полипропилена, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44372117203/
4 43 721 21 49 4	Фильтрующая загрузка из полиуретана, загрязненная преимущественно неорганическими нерастворимыми или малорастворимыми минеральными веществами	/fkko/44372121494/
4 43 721 23 20 4	Фильтрующая загрузка из полистирола, загрязненная преимущественно солями тяжелых металлов (содержание тяжелых металлов менее 5%)	/fkko/44372123204/
4 43 721 31 49 3	Фильтрующая загрузка из поливинилхлорида, загрязненная нерастворимыми минеральными веществами и нефтепродуктами	/fkko/44372131493/
4 43 721 41 62 3	Фильтрующая загрузка из синтетических материалов, пропитанных связующим на основе поливинилхлорида, загрязненная диоксидом кремния и нефтепродуктами	/fkko/44372141623/
4 43 721 47 51 3	Фильтрующая загрузка из полиэфирного волокна, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44372147513/
4 43 721 51 61 4	Фильтрующая загрузка из полиэфирного термоскрепленного волокна, загрязненная преимущественно диоксидом кремния	/fkko/44372151614/
4 43 721 81 52 3	Фильтрующая загрузка из разнородных полимерных материалов, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44372181523/
4 43 721 82 52 4	Фильтрующая загрузка из разнородных полимерных материалов, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44372182524/
4 43 731 21 60 4	Фильтрующая загрузка из щепы древесной, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44373121604/
4 43 741 12 49 4	Фильтрующая загрузка антрацитокварцевая, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44374112494/
4 43 751 01 49 3	Керамзит, загрязненный нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44375101493/
4 43 751 02 49 4	Керамзит, загрязненный нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44375102494/
4 43 751 11 49 5	Фильтр керамзитовый отработанный практически неопасный	/fkko/44375111495/
4 43 761 01 49 4	Фильтрующая загрузка из песка и пенополиуретана, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376101494/
4 43 761 02 49 4	Фильтрующая загрузка из песка и гравия, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376102494/
4 43 761 03 49 4	Фильтрующая загрузка из алюмосиликата и полистирола, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376103494/
4 43 761 04 20 4	Фильтрующая загрузка из алюмосиликата и полипропилена, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376104204/
4 43 761 12 49 4	Фильтрующая загрузка из песка и древесного материала, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376112494/
4 43 761 14 49 4	Фильтрующая загрузка из песка и керамзита, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376114494/
4 43 761 15 49 3	Фильтрующая загрузка из песка и гравия, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44376115493/
4 43 761 16 20 4	Фильтрующая загрузка из песка кварцевого, гранитной крошки и угля активированного, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376116204/
4 43 761 16 40 4	Фильтрующая загрузка из керамзита, гравия и песка, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376116404/
4 43 761 18 20 4	Фильтрующая загрузка из щебня и керамзита, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376118204/
4 43 761 21 52 4	Фильтрующие материалы, состоящие из ткани из натуральных волокон и полиэтилена, загрязненные неметаллическими минеральными продуктами	/fkko/44376121524/
4 43 761 22 52 4	Фильтрующая загрузка из угля активированного и нетканых полимерных материалов, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376122524/
4 43 761 23 52 3	Фильтрующая загрузка из угля активированного и пенополистирола, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44376123523/
4 43 761 24 40 4	Фильтрующая загрузка из угля активированного и гравия, загрязненная оксидами кремния и железа	/fkko/44376124404/
4 43 761 31 52 4	Фильтрующая загрузка из песка, угля и сипрона, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44376131524/
4 43 761 41 20 4	Фильтрующая загрузка из полипропилена, содержащая песок и нефтепродукты (содержание нефтепродуктов менее 15%)	/fkko/44376141204/
4 43 761 42 20 3	Фильтрующая загрузка из полимерных материалов, содержащая уголь и нефтепродукты (содержание нефтепродуктов 15% и более)	/fkko/44376142203/
4 43 761 51 40 4	Фильтрующая загрузка из песка и гравия, загрязненная соединениями железа и кальция	/fkko/44376151404/
4 43 900 00 00 0	Прочие отходы фильтров и фильтровальных материалов отработанные	/fkko/44390000000/
4 43 911 11 61 4	Минеральная вата, отработанная при очистке дождевых сточных вод	/fkko/44391111614/
4 43 911 21 61 4	Фильтровальные материалы из торфа, отработанные при очистке дождевых сточных вод	/fkko/44391121614/
4 43 911 31 60 5	Фильтрующая загрузка из опилок древесных отработанная незагрязненная	/fkko/44391131605/
4 43 911 32 60 4	Фильтрующая загрузка из опилок древесных, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44391132604/
4 43 911 33 60 3	Фильтрующая загрузка из опилок древесных, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/44391133603/
4 43 911 34 60 4	Фильтрующая загрузка из коры древесной, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44391134604/
4 43 912 11 71 4	Фильтрующая загрузка из угольной крошки и опилок древесных, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44391211714/
4 43 912 13 71 4	Фильтрующая загрузка из полимерных и древесно-стружечных материалов, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/44391213714/
4 43 915 11 60 5	Фильтрующая загрузка биофильтров из соломы отработанная	/fkko/44391511605/
4 50 000 00 00 0	НЕМЕТАЛЛИЧЕСКИЕ МИНЕРАЛЬНЫЕ ПРОДУКТЫ ПРОЧИЕ, УТРАТИВШИЕ ПОТРЕБИТЕЛЬСКИЕ СВОЙСТВА	/fkko/45000000000/
4 51 000 00 00 0	Отходы стекла и изделий из стекла	/fkko/45100000000/
4 51 100 00 00 0	Отходы стекла и изделий из стекла незагрязненные	/fkko/45110000000/
4 51 101 00 20 5	Лом изделий из стекла	/fkko/45110100205/
4 51 102 00 20 5	Тара стеклянная незагрязненная	/fkko/45110200205/
4 51 102 02 20 4	Тара стеклянная от химических реактивов незагрязненная	/fkko/45110202204/
4 51 400 00 00 0	Отходы стекловолокна и продукции на его основе	/fkko/45140000000/
4 51 421 11 61 4	Отходы стеклоткани незагрязненные	/fkko/45142111614/
4 51 421 21 61 5	Отходы стекловолоконной изоляции	/fkko/45142121615/
4 51 441 01 29 4	Отходы стеклолакоткани	/fkko/45144101294/
4 51 460 00 00 0	Отходы упаковки из стеклоткани	/fkko/45146000000/
4 51 461 61 60 4	Упаковка из стекловолокна, загрязненная термоэластопластиком	/fkko/45146161604/
4 51 800 00 00 0	Отходы стекла и изделий из стекла загрязненные	/fkko/45180000000/
4 51 810 00 00 0	Тара стеклянная загрязненная	/fkko/45181000000/
4 51 811 00 00 0	Отходы тары стеклянной, загрязненной неорганическими веществами	/fkko/45181100000/
4 51 811 01 51 4	Тара стеклянная, загрязненная соляной кислотой и ее солями (содержание кислоты не более 1,5%)	/fkko/45181101514/
4 51 811 05 51 4	Тара стеклянная, загрязненная серной кислотой (содержание серной кислоты не более 1,5%)	/fkko/45181105514/
4 51 811 07 51 4	Тара стеклянная, загрязненная фосфорной кислотой	/fkko/45181107514/
4 51 811 11 29 4	Тара стеклянная, загрязненная мышьяком	/fkko/45181111294/
4 51 812 00 00 0	Отходы тары стеклянной, загрязненной негалогенированными органическими веществами	/fkko/45181200000/
4 51 812 11 51 4	Тара стеклянная, загрязненная негалогенированными органическими веществами, не содержащими гетероатомы	/fkko/45181211514/
4 51 812 81 51 4	Тара стеклянная, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/45181281514/
4 51 813 00 00 0	Отходы тары стеклянной, загрязненной галогенированными органическими веществами	/fkko/45181300000/
4 51 813 51 51 4	Тара стеклянная, загрязненная органическими растворителями, включая галогенсодержащие (содержание не более 2%)	/fkko/45181351514/
4 51 816 00 00 0	Отходы тары стеклянной, загрязненной пищевыми продуктами	/fkko/45181600000/
4 51 816 11 51 4	Тара стеклянная бракованная, загрязненная алкогольными напитками	/fkko/45181611514/
4 51 819 00 00 0	Отходы тары стеклянной, загрязненной прочими химическими продуктами	/fkko/45181900000/
4 51 819 11 51 3	Тара стеклянная от химических реактивов в смеси, загрязненная органическими веществами, в том числе галогенсодержащими (содержание растворителей не более 10%)	/fkko/45181911513/
4 51 819 12 51 4	Тара стеклянная от химических реактивов в смеси, загрязненная преимущественно неорганическими солями	/fkko/45181912514/
4 51 819 13 51 4	Тара стеклянная от химических реактивов в смеси, загрязненная неорганическими кислотами и органическими растворителями	/fkko/45181913514/
4 51 819 21 51 4	Тара стеклянная, загрязненная лакокрасочными материалами (содержание лакокрасочных материалов менее 5%)	/fkko/45181921514/
4 51 819 25 51 4	Тара стеклянная, загрязненная негалогенированными органическими растворителями (содержание растворителей менее 15%)	/fkko/45181925514/
4 51 819 65 51 4	Тара стеклянная, загрязненная оловоорганическими соединениями	/fkko/45181965514/
4 51 819 71 51 4	Тара стеклянная, загрязненная дезинфицирующими средствами, содержащими хлор	/fkko/45181971514/
4 51 900 00 00 0	Прочие изделия из стекла, утратившие потребительские свойства	/fkko/45190000000/
4 55 000 00 00 0	Отходы изделий из асбеста	/fkko/45500000000/
4 55 100 00 00 0	Отходы асбестовых тканей, полотна ровницы, шнуров, волокон	/fkko/45510000000/
4 55 111 11 62 4	Отходы асбестовой ткани с добавлением хлопковых волокон незагрязненные	/fkko/45511111624/
4 55 131 11 51 4	Отходы асбестового шнура незагрязненные	/fkko/45513111514/
4 55 131 12 62 4	Отходы асбестового шнура с добавлением хлопковых волокон незагрязненные	/fkko/45513112624/
4 55 151 11 62 4	Отходы асбестовой ткани с добавлением хлопковых волокон загрязненной	/fkko/45515111624/
4 55 200 00 00 0	Отходы прокладочных материалов и прокладок из них, втулки сальниковые отработанные	/fkko/45520000000/
4 55 211 11 52 4	Отходы прокладочных материалов из асбеста и графита	/fkko/45521111524/
4 55 300 00 00 0	Отходы потребления асбокартона, асбобумаги, фильтр-пластин, фильтр-волокон	/fkko/45530000000/
4 55 310 01 20 4	Отходы пленкоасбокартона незагрязненные	/fkko/45531001204/
4 55 320 01 20 4	Отходы асбестовой бумаги	/fkko/45532001204/
4 55 500 00 00 0	Изделия из асбоцемента, утратившие потребительские свойства (трубы, муфты, листы волнистые и плоские, кусковые отходы и лом)	/fkko/45550000000/
4 55 510 00 00 0	Изделия из асбоцемента, утратившие потребительские свойства, незагрязненные	/fkko/45551000000/
4 55 510 01 51 4	Трубы, муфты из асбоцемента, утратившие потребительские свойства, незагрязненные	/fkko/45551001514/
4 55 510 02 51 4	Листы волнистые и плоские, утратившие потребительские свойства, незагрязненные	/fkko/45551002514/
4 55 510 99 51 4	Лом и отходы прочих изделий из асбоцемента незагрязненные	/fkko/45551099514/
4 55 520 00 00 0	Изделия из асбоцемента, утратившие потребительские свойства, загрязненные	/fkko/45552000000/
4 55 700 00 00 0	Отходы резиноасбестовых изделий (паронит, шайбы и прокладки из него, детали резиноасбестовые), листов асбостальных и изделий из них, полотен армированных	/fkko/45570000000/
4 55 700 00 71 4	Отходы резиноасбестовых изделий незагрязненные	/fkko/45570000714/
4 55 711 11 71 3	Отходы резиноасбестовых изделий, загрязненные нефтепродуктами (содержание нефтепродуктов более 2%)	/fkko/45571111713/
4 55 711 12 52 4	Отходы резиноасбестовых изделий, загрязненные нефтепродуктами (содержание нефтепродуктов менее 2%)	/fkko/45571112524/
4 55 711 21 51 4	Отходы изделий из паронита, загрязненных нефтепродуктами (содержание нефтепродуктов менее 10%)	/fkko/45571121514/
4 55 721 11 52 4	Отходы резиноасбестовых изделий, загрязненные карбонатами щелочноземельных металлов	/fkko/45572111524/
4 55 751 11 71 4	Отходы асбостальных листов	/fkko/45575111714/
4 55 800 00 00 0	Отходы волокна и тканей минеральных асбестсодержащих (лента асбестостеклянная и асбестолавсановая, манжеты асбестовые и асборезиновые, кольца асбографитовые)	/fkko/45580000000/
4 55 900 00 00 0	Прочие отходы потребления изделий из асбеста	/fkko/45590000000/
4 55 901 01 61 4	Изделия из фрикционных материалов на основе асбеста, используемые для тормозов, сцеплений или аналогичных устройств, отработанные	/fkko/45590101614/
4 55 911 11 60 4	Отходы асбокартона, асбошнура в смеси незагрязненные	/fkko/45591111604/
4 55 921 11 60 4	Отходы асбеста при использовании асбестовых изделий технического назначения	/fkko/45592111604/
4 55 931 11 60 3	Отходы изделий из асбеста, загрязненные нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/45593111603/
4 56 000 00 00 0	Отходы абразивных материалов и изделий	/fkko/45600000000/
4 56 100 00 00 0	Отходы абразивных изделий	/fkko/45610000000/
4 56 100 01 51 5	Абразивные круги отработанные, лом отработанных абразивных кругов	/fkko/45610001515/
4 56 151 11 51 4	Лом абразивных кругов, загрязненных бериллием в количестве менее 1%	/fkko/45615111514/
4 56 161 11 51 4	Изделия абразивные, загрязненные нефтесодержащими пастами (содержание нефтепродуктов менее 15%)	/fkko/45616111514/
4 56 200 00 00 0	Отходы абразивных материалов	/fkko/45620000000/
4 56 200 01 29 5	Шкурка шлифовальная отработанная	/fkko/45620001295/
4 56 200 51 42 4	Отходы абразивных материалов в виде пыли	/fkko/45620051424/
4 56 200 52 41 4	Отходы абразивных материалов в виде порошка	/fkko/45620052414/
4 56 211 11 42 2	Отходы абразивных материалов, с преимущественным содержанием полирита	/fkko/45621111422/
4 56 212 11 51 4	Отходы щеток деревянных волосяных для шлифовки изделий, утратившие потребительские свойства	/fkko/45621211514/
4 56 215 21 52 5	Лента шлифовальная на основе из натуральных материалов отработанная	/fkko/45621521525/
4 56 300 00 00 0	Отходы изделий для полирования	/fkko/45630000000/
4 56 311 11 51 4	Полировальники тканевые полимерные отработанные	/fkko/45631111514/
4 56 311 21 51 4	Полировальники тканевые войлочные отработанные	/fkko/45631121514/
4 56 311 31 61 5	Полировальные круги из натуральных волокон, загрязненные полировальной пастой на основе оксида кальция	/fkko/45631131615/
4 56 312 21 51 3	Отходы кругов войлочных, загрязненных полировальной пастой на основе оксида хрома	/fkko/45631221513/
4 56 312 22 51 4	Отходы кругов войлочных, загрязненных нефтепродуктами и абразивом	/fkko/45631222514/
4 56 312 31 62 4	Шерсть и войлок полировальные, загрязненные полимерами и абразивной пастой	/fkko/45631231624/
4 56 313 11 52 4	Щетки волосяные шлифовальные, утратившие потребительские свойства	/fkko/45631311524/
4 57 000 00 00 0	Отходы теплоизоляционных материалов, не вошедшие в другие группы	/fkko/45700000000/
4 57 100 00 00 0	Отходы теплоизоляционных материалов на основе минерального волокна	/fkko/45710000000/
4 57 110 00 00 0	Отходы минерального волокна теплоизоляционного незагрязненные	/fkko/45711000000/
4 57 111 01 20 4	Отходы шлаковаты незагрязненные	/fkko/45711101204/
4 57 112 01 20 4	Отходы базальтового волокна и материалов на его основе	/fkko/45711201204/
4 57 112 11 60 5	Отходы теплоизоляционного материала на основе базальтового волокна практически неопасные	/fkko/45711211605/
4 57 119 01 20 4	Отходы прочих теплоизоляционных материалов на основе минерального волокна незагрязненные	/fkko/45711901204/
4 57 120 00 00 0	Отходы минерального волокна теплоизоляционного загрязненные	/fkko/45712000000/
4 57 121 11 61 4	Отходы шлаковаты, загрязненные нефтепродуктами (содержание нефтепродуктов менее 15%)	/fkko/45712111614/
4 57 122 11 61 4	Отходы теплоизоляционного материала на основе стекловолокна, загрязненные неорганическими нерастворимыми или малорастворимыми минеральными веществами	/fkko/45712211614/
4 57 123 12 61 4	Теплоизоляционный материал на основе базальтового волокна, загрязненный нефтепродуктами (содержание нефтепродуктов 15% и более)	/fkko/45712312614/
4 57 200 00 00 0	Отходы сыпучих теплоизоляционных материалов	/fkko/45720000000/
4 57 201 01 20 4	Песок перлитовый вспученный, утративший потребительские свойства, незагрязненный	/fkko/45720101204/
